 ! Swift/XRT detailed lightcurve of trigger: 10336, name: Swift J0243.66124
 ! T0 for this burst is Swift MET=528690141.6006 s, = 2017 Oct 03 at 02:22:01.820 UT

 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: 
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
58290.2755774074	0.00400471064814815	-0.00400471064814815	2.014924e+00	1.389978e-01	-1.389978e-01	6.232731e-04	6.201799e-05	1.000000
58294.7852279097	0.00824158564814815	-0.00824158564814815	4.417755e+00	1.917979e-01	-1.917979e-01	8.642066e-04	4.666277e-05	1.000000
58296.6372148125	0.0014074537037037	-0.0014074537037037	6.351097e+00	5.338648e-01	-5.338648e-01	9.741379e-04	1.279106e-04	1.000000
58542.2953404977	0.068961087962963	-0.068961087962963	4.029790e-02	7.718443e-03	-7.718443e-03	3.635523e-04	4.858172e-05	0.085846
58544.2209635995	0.00444001157407407	-0.00444001157407407	7.130986e-03	4.574559e-03	-3.254499e-03	3.275393e-04	4.829303e-05	1.000000
58544.4875624664	0.00590550925925926	-0.00590550925925926	3.686690e-02	7.134816e-03	-7.134816e-03	6.425394e-04	6.490628e-05	1.000000
58545.9530659734	0.0035984375	-0.0035984375	1.735620e-01	2.100340e-02	-2.100340e-02	5.739356e-04	7.810274e-05	1.000000
58546.2871259051	0.00287295138888889	-0.00287295138888889	1.439181e-01	2.002022e-02	-2.002022e-02	3.253445e-04	6.261257e-05	1.000000
58550.929382331	0.0057458912037037	-0.0057458912037037	1.614432e-01	1.503826e-02	-1.503826e-02	3.765590e-04	5.031981e-05	1.000000
58554.9854809792	0.0057894212962963	-0.0057894212962963	5.002921e-02	8.843792e-03	-8.843792e-03	1.010729e-03	8.171257e-05	1.000000
58558.3351078218	0.0403051851851852	-0.0403051851851852	1.224899e-02	2.822045e-03	-2.822045e-03	2.640286e-04	2.627183e-05	0.319319
58582.9220926458	0.00539766203703704	-0.00539766203703704	7.464066e-02	1.042714e-02	-1.042714e-02	4.068096e-04	5.485420e-05	1.000000
58585.376691044	0.0056153125	-0.0056153125	2.352737e-02	5.790848e-03	-5.790848e-03	2.552032e-04	4.139943e-05	1.000000
58596.5878454618	0.0368810185185185	-0.0368810185185185	4.362881e-02	7.246103e-03	-7.246103e-03	3.199625e-04	3.880116e-05	0.183728
58649.9044115463	0.0376484143518519	-0.0376484143518519	5.090049e-03	2.165548e-03	-1.706802e-03	2.252688e-04	2.287258e-05	0.310635
58655.1883305567	0.1315065625	-0.1315065625	2.004941e-01	1.433942e-02	-1.433942e-02	3.628993e-04	3.245870e-05	0.091027
58661.1566515856	0.00763217592592593	-0.00763217592592593	4.667266e-02	6.955577e-03	-6.955577e-03	3.701939e-04	4.332792e-05	1.000000
58667.2035287025	0.00651491898148148	-0.00651491898148148	7.805908e-03	3.856094e-03	-2.927046e-03	2.248316e-04	3.059570e-05	1.000000
58673.3003267859	0.00980864583333333	-0.00980864583333333	1.550167e-02	3.545888e-03	-3.545888e-03	2.640489e-04	3.250217e-05	1.000000
58679.3415110324	0.00957649305555556	-0.00957649305555556	4.409446e-03	2.443297e-03	-1.804624e-03	1.513729e-04	1.613641e-05	1.000000
58685.0531830046	0.00695021990740741	-0.00695021990740741	7.636050e-02	1.109175e-02	-1.109175e-02	2.516792e-04	3.559281e-05	0.999998
58697.8131049282	0.0706278935185185	-0.0706278935185185	1.040301e-02	2.649886e-03	-2.649886e-03	1.396138e-04	1.541777e-05	0.173803
58703.4897665243	0.304391319444444	-0.304391319444444	4.174956e-03	2.077599e-03	-1.577043e-03	1.601152e-04	1.812947e-05	0.035084
58748.4145383819	0.337952106481481	-0.337952106481481	5.020100e-03	1.536026e-03	-1.283508e-03	1.484904e-04	1.152509e-05	0.064702
! PC upper limits
58696.8844149803	0.0694647800925926	-0.0694647800925926	7.3414e-03	0.0000e+00	0.0000e+00	4.1256e-05	4.5014e-06	0.1427
